cell_id,Lat,Lon,Elevation
248863,41.78125,-115.09375,1886.18994
248864,41.78125,-115.03125,1784.5
248865,41.78125,-114.96875,1779.81006
248866,41.78125,-114.90625,1939.5
248867,41.78125,-114.84375,2318.56006
248868,41.78125,-114.78125,1858.93994
248869,41.78125,-114.71875,1652.38
248870,41.78125,-114.65625,1983.56995
248871,41.78125,-114.59375,1788.37
248872,41.78125,-114.53125,1984.12
248876,41.78125,-114.28125,1834.68994
248878,41.78125,-114.15625,1744.18994
248879,41.78125,-114.09375,1878.68994
249719,41.84375,-119.59375,1917.81006
249720,41.84375,-119.53125,1818.56006
249721,41.84375,-119.46875,1791.56006
249722,41.84375,-119.40625,1981.5
249723,41.84375,-119.34375,2100.1499
249757,41.84375,-117.21875,1826.81006
249758,41.84375,-117.15625,1754.06006
249759,41.84375,-117.09375,1720.25
249760,41.84375,-117.03125,1670.18994
249761,41.84375,-116.96875,1615.38
249762,41.84375,-116.90625,1640.56006
249763,41.84375,-116.84375,1604.43994
249764,41.84375,-116.78125,1587.93994
249765,41.84375,-116.71875,1615
249766,41.84375,-116.65625,1586.12
249767,41.84375,-116.59375,1562.06006
249768,41.84375,-116.53125,1616.68994
249769,41.84375,-116.46875,1627.06006
249770,41.84375,-116.40625,1585
249771,41.84375,-116.34375,1725.25
249772,41.84375,-116.28125,1646
249773,41.84375,-116.21875,1719.75
249774,41.84375,-116.15625,1888.25
249775,41.84375,-116.09375,2026.68994
249776,41.84375,-116.03125,2094.87012
249777,41.84375,-115.96875,1719.38
249778,41.84375,-115.90625,1930.75
249779,41.84375,-115.84375,2110.12988
249780,41.84375,-115.78125,2039.75
249781,41.84375,-115.71875,1953
249782,41.84375,-115.65625,1994.18994
249783,41.84375,-115.59375,1706.06995
249784,41.84375,-115.53125,1968
249785,41.84375,-115.46875,2649.25
249786,41.84375,-115.40625,2595.63989
249787,41.84375,-115.34375,2346.30005
249788,41.84375,-115.28125,2245.68994
249789,41.84375,-115.21875,2583.37012
249790,41.84375,-115.15625,2119.37988
249791,41.84375,-115.09375,2117.62012
249792,41.84375,-115.03125,2012.06006
249793,41.84375,-114.96875,1804.38
249794,41.84375,-114.90625,1989.25
249795,41.84375,-114.84375,2181.75
249796,41.84375,-114.78125,1833.25
249797,41.84375,-114.71875,1627.56006
249798,41.84375,-114.65625,1864.68994
249799,41.84375,-114.59375,1679.37
249800,41.84375,-114.53125,1887.13
249801,41.84375,-114.46875,2185
249803,41.84375,-114.34375,1821.06006
249804,41.84375,-114.28125,1701.38
249805,41.84375,-114.21875,1640.75
249806,41.84375,-114.15625,1620.12
249807,41.84375,-114.09375,1686.12
249809,41.84375,-113.96875,1873.75
249813,41.84375,-113.71875,1876.5
250583,41.90625,-123.59375,1722.06006
250643,41.90625,-119.84375,2010.43005
250644,41.90625,-119.78125,1893.62
250647,41.90625,-119.59375,1733.12
250648,41.90625,-119.53125,1731.68994
250649,41.90625,-119.46875,1801
250650,41.90625,-119.40625,1928.25
250651,41.90625,-119.34375,2008.5
250685,41.90625,-117.21875,1798
250686,41.90625,-117.15625,1737.5
250687,41.90625,-117.09375,1677.62
250688,41.90625,-117.03125,1637.18994
250689,41.90625,-116.96875,1593.81006
250690,41.90625,-116.90625,1582.81006
250691,41.90625,-116.84375,1652.5
250692,41.90625,-116.78125,1670.43994
250693,41.90625,-116.71875,1636.5
250694,41.90625,-116.65625,1564
250695,41.90625,-116.59375,1515.25
250696,41.90625,-116.53125,1607.31006
250697,41.90625,-116.46875,1585
250698,41.90625,-116.40625,1644.38
250699,41.90625,-116.34375,1700.56006
250700,41.90625,-116.28125,1707
250701,41.90625,-116.21875,1646
250702,41.90625,-116.15625,1685.88
250703,41.90625,-116.09375,1816.56995
250704,41.90625,-116.03125,1886.62
250705,41.90625,-115.96875,2108.37012
250706,41.90625,-115.90625,2288.18994
250707,41.90625,-115.84375,2225.07007
250708,41.90625,-115.78125,2017.93994
250709,41.90625,-115.71875,2003.31006
250710,41.90625,-115.65625,1715.63
250711,41.90625,-115.59375,1905.88
250712,41.90625,-115.53125,2343.75
250713,41.90625,-115.46875,2195.56006
250714,41.90625,-115.40625,2048.07007
250715,41.90625,-115.34375,2296.42993
250716,41.90625,-115.28125,2251.43994
250717,41.90625,-115.21875,2361.12012
250718,41.90625,-115.15625,2292.06006
250719,41.90625,-115.09375,2420
250720,41.90625,-115.03125,2095.37012
250721,41.90625,-114.96875,1860.75
250722,41.90625,-114.90625,2003.31006
250723,41.90625,-114.84375,1936.88
250724,41.90625,-114.78125,1982.5
250725,41.90625,-114.71875,1634.93994
250726,41.90625,-114.65625,1585
250727,41.90625,-114.59375,1664.63
250728,41.90625,-114.53125,1872.93994
250729,41.90625,-114.46875,2251.25
250730,41.90625,-114.40625,2029.18994
250731,41.90625,-114.34375,1842.13
250732,41.90625,-114.28125,1839.81006
250733,41.90625,-114.21875,1685.75
250734,41.90625,-114.15625,1702.88
250735,41.90625,-114.09375,1591.18994
250736,41.90625,-114.03125,1667.18994
250737,41.90625,-113.96875,2038.43994
250739,41.90625,-113.84375,2072.12988
250740,41.90625,-113.78125,2126.86011
250741,41.90625,-113.71875,1874.31006
250743,41.90625,-113.59375,1994.81006
250744,41.90625,-113.53125,2272.62988
251503,41.96875,-124.09375,367.998993
251509,41.96875,-123.71875,648.231995
251510,41.96875,-123.65625,1149.80005
251511,41.96875,-123.59375,914.187012
251512,41.96875,-123.53125,1553.12
251516,41.96875,-123.28125,1572
251517,41.96875,-123.21875,1200.31006
251518,41.96875,-123.15625,1038.18994
251519,41.96875,-123.09375,1522.31006
251520,41.96875,-123.03125,1363
251521,41.96875,-122.96875,1580
251568,41.96875,-120.03125,1643.62
251569,41.96875,-119.96875,1639.18994
251570,41.96875,-119.90625,1647.62
251571,41.96875,-119.84375,1918.37
251572,41.96875,-119.78125,1447.56006
251573,41.96875,-119.71875,1887.18994
251574,41.96875,-119.65625,1767.68994
251575,41.96875,-119.59375,1806.31006
251576,41.96875,-119.53125,1590.5
251577,41.96875,-119.46875,1888.12
251578,41.96875,-119.40625,1927.81006
251579,41.96875,-119.34375,1976.18994
251582,41.96875,-119.15625,1737
251612,41.96875,-117.28125,1888.62
251613,41.96875,-117.21875,1762
251614,41.96875,-117.15625,1679
251615,41.96875,-117.09375,1634.31006
251616,41.96875,-117.03125,1599.25
251617,41.96875,-116.96875,1557.12
251618,41.96875,-116.90625,1663.13
251619,41.96875,-116.84375,1646
251620,41.96875,-116.78125,1608.5
251621,41.96875,-116.71875,1612.93994
251622,41.96875,-116.65625,1525.75
251623,41.96875,-116.59375,1588.93994
251624,41.96875,-116.53125,1610.88
251625,41.96875,-116.46875,1646
251626,41.96875,-116.40625,1671.56006
251627,41.96875,-116.34375,1743.68994
251628,41.96875,-116.28125,1718.75
251629,41.96875,-116.21875,1615
251630,41.96875,-116.15625,1634
251631,41.96875,-116.09375,1795.81995
251632,41.96875,-116.03125,2155
251633,41.96875,-115.96875,2066.5
251634,41.96875,-115.90625,1926.13
251635,41.96875,-115.84375,2170.75
251636,41.96875,-115.78125,1950.18994
251637,41.96875,-115.71875,1874.18994
251638,41.96875,-115.65625,1716.18994
251639,41.96875,-115.59375,1904.75
251640,41.96875,-115.53125,1929.25
251641,41.96875,-115.46875,1948.5
251642,41.96875,-115.40625,1870.14001
251643,41.96875,-115.34375,1946.37
251644,41.96875,-115.28125,1968.38
251645,41.96875,-115.21875,1959
251646,41.96875,-115.15625,2033.06006
251647,41.96875,-115.09375,2238.75
251648,41.96875,-115.03125,2189.75
251649,41.96875,-114.96875,2134.25
251650,41.96875,-114.90625,1975.37
251651,41.96875,-114.84375,2162.12012
251652,41.96875,-114.78125,1735.5
251653,41.96875,-114.71875,1672.25
251654,41.96875,-114.65625,1586.31006
251655,41.96875,-114.59375,1626.43994
251656,41.96875,-114.53125,1753.75
251657,41.96875,-114.46875,1881.12
251658,41.96875,-114.40625,1776.25
251659,41.96875,-114.34375,1829.38
251660,41.96875,-114.28125,2078.18994
251661,41.96875,-114.21875,1819.06995
251662,41.96875,-114.15625,1727.56006
251663,41.96875,-114.09375,1648.68994
251664,41.96875,-114.03125,1585
251665,41.96875,-113.96875,1587.75
251668,41.96875,-113.78125,1800.5
251669,41.96875,-113.71875,1913.5
251670,41.96875,-113.65625,1673.62
251671,41.96875,-113.59375,1733.31006
251672,41.96875,-113.53125,1812.56006
251674,41.96875,-113.40625,1992.06006
251675,41.96875,-113.34375,2209.17993
251676,41.96875,-113.28125,1769.81006
252429,42.03125,-124.21875,332
252430,42.03125,-124.15625,97.3134003
252431,42.03125,-124.09375,323.375
252432,42.03125,-124.03125,490.687988
252436,42.03125,-123.78125,755.875977
252437,42.03125,-123.71875,541.187988
252438,42.03125,-123.65625,721.312012
252439,42.03125,-123.59375,951.127014
252440,42.03125,-123.53125,1048.31006
252441,42.03125,-123.46875,1475.06006
252442,42.03125,-123.40625,1199.93994
252443,42.03125,-123.34375,1410.5
252444,42.03125,-123.28125,1374.56006
252445,42.03125,-123.21875,1453.31006
252446,42.03125,-123.15625,748.812988
252447,42.03125,-123.09375,734.625
252448,42.03125,-123.03125,1024.75
252449,42.03125,-122.96875,1263.06006
252450,42.03125,-122.90625,1836.43994
252494,42.03125,-120.15625,2055
252495,42.03125,-120.09375,1997.93994
252496,42.03125,-120.03125,1767.88
252497,42.03125,-119.96875,1556.37
252498,42.03125,-119.90625,1676.43994
252499,42.03125,-119.84375,1451.68994
252500,42.03125,-119.78125,1383.56006
252501,42.03125,-119.71875,1974.12
252502,42.03125,-119.65625,1769.06006
252503,42.03125,-119.59375,1693.25
252504,42.03125,-119.53125,1583.56006
252505,42.03125,-119.46875,1877.38
252506,42.03125,-119.40625,1842.81006
252507,42.03125,-119.34375,1803.62
252508,42.03125,-119.28125,1804.68994
252509,42.03125,-119.21875,1795.5
252510,42.03125,-119.15625,1774.56006
252511,42.03125,-119.09375,1778.13
252538,42.03125,-117.40625,1828.38
252539,42.03125,-117.34375,1862.62
252540,42.03125,-117.28125,1790.12
252541,42.03125,-117.21875,1733.25
252542,42.03125,-117.15625,1721.88
252543,42.03125,-117.09375,1655.43994
252544,42.03125,-117.03125,1635.88
252545,42.03125,-116.96875,1551.37
252546,42.03125,-116.90625,1618.31006
252547,42.03125,-116.84375,1639.06006
252548,42.03125,-116.78125,1590.43994
252549,42.03125,-116.71875,1585.43994
252550,42.03125,-116.65625,1543.18994
252551,42.03125,-116.59375,1549.12
252552,42.03125,-116.53125,1576.31006
252553,42.03125,-116.46875,1556.25
252554,42.03125,-116.40625,1638.06006
252555,42.03125,-116.34375,1720.93994
252556,42.03125,-116.28125,1714.56006
252557,42.03125,-116.21875,1616.18994
252558,42.03125,-116.15625,1621.18994
252559,42.03125,-116.09375,2006.88
252560,42.03125,-116.03125,2135.62988
252561,42.03125,-115.96875,2084
252562,42.03125,-115.90625,1998.75
252563,42.03125,-115.84375,1845.38
252564,42.03125,-115.78125,1777.12
252565,42.03125,-115.71875,1790.68994
252566,42.03125,-115.65625,1642.68005
252567,42.03125,-115.59375,1776.43994
252568,42.03125,-115.53125,1737.12
252569,42.03125,-115.46875,1767.88
252570,42.03125,-115.40625,1675.93005
252571,42.03125,-115.34375,1755.68994
252572,42.03125,-115.28125,1756.43994
252573,42.03125,-115.21875,1707
252574,42.03125,-115.15625,1754.25
252575,42.03125,-115.09375,1932.31006
252576,42.03125,-115.03125,2141.56006
252577,42.03125,-114.96875,2258.93994
252578,42.03125,-114.90625,2204.06006
252579,42.03125,-114.84375,2030.37
252580,42.03125,-114.78125,1672.18994
252581,42.03125,-114.71875,1586.06006
252582,42.03125,-114.65625,1704.56006
252583,42.03125,-114.59375,1869.81006
252584,42.03125,-114.53125,1694
252585,42.03125,-114.46875,1766.43994
252586,42.03125,-114.40625,1737
252587,42.03125,-114.34375,1806.43994
252588,42.03125,-114.28125,2057.92993
252589,42.03125,-114.21875,2007
252590,42.03125,-114.15625,1932.63
252591,42.03125,-114.09375,1729.38
252592,42.03125,-114.03125,1596.18994
252593,42.03125,-113.96875,1532.06006
252594,42.03125,-113.90625,1699.25
252596,42.03125,-113.78125,1829.5
252597,42.03125,-113.71875,1867.12
252598,42.03125,-113.65625,1679.37
252599,42.03125,-113.59375,1626.81006
252600,42.03125,-113.53125,1619.93994
252601,42.03125,-113.46875,1640.88
252602,42.03125,-113.40625,1614.88
252603,42.03125,-113.34375,1576.31006
252604,42.03125,-113.28125,1554.38
252605,42.03125,-113.21875,1593.5
253357,42.09375,-124.21875,101.374001
253358,42.09375,-124.15625,473.313995
253359,42.09375,-124.09375,409.687012
253360,42.09375,-124.03125,394.187012
253364,42.09375,-123.78125,769.125
253365,42.09375,-123.71875,515
253366,42.09375,-123.65625,456.75
253367,42.09375,-123.59375,472.375
253368,42.09375,-123.53125,789.622986
253369,42.09375,-123.46875,727.687012
253370,42.09375,-123.40625,1361.31006
253371,42.09375,-123.34375,1651.62
253372,42.09375,-123.28125,1265.68994
253373,42.09375,-123.21875,909.939026
253374,42.09375,-123.15625,995.685974
253375,42.09375,-123.09375,565.812988
253376,42.09375,-123.03125,996.997009
253377,42.09375,-122.96875,1036.75
253378,42.09375,-122.90625,1009.44
253379,42.09375,-122.84375,1464.62
253380,42.09375,-122.78125,1677.25
253381,42.09375,-122.71875,1840.25
253382,42.09375,-122.65625,1296.06006
253383,42.09375,-122.59375,957.312988
253384,42.09375,-122.53125,929.937988
253421,42.09375,-120.21875,2007
253422,42.09375,-120.15625,1710.75
253423,42.09375,-120.09375,1828.25
253424,42.09375,-120.03125,1768
253425,42.09375,-119.96875,1662.43005
253426,42.09375,-119.90625,1371
253427,42.09375,-119.84375,1414.75
253428,42.09375,-119.78125,1389.75
253429,42.09375,-119.71875,1725.43994
253430,42.09375,-119.65625,1835.31006
253431,42.09375,-119.59375,1721.06006
253432,42.09375,-119.53125,1573.56006
253433,42.09375,-119.46875,1615.25
253434,42.09375,-119.40625,1829.43994
253435,42.09375,-119.34375,1768
253436,42.09375,-119.28125,1796.93994
253437,42.09375,-119.21875,1871.38
253438,42.09375,-119.15625,1984.75
253439,42.09375,-119.09375,1760.62
253440,42.09375,-119.03125,1723.87
253452,42.09375,-118.28125,2142.25
253454,42.09375,-118.15625,1880.68994
253464,42.09375,-117.53125,1941.62
253465,42.09375,-117.46875,1859
253466,42.09375,-117.40625,1847.18994
253467,42.09375,-117.34375,1790.88
253468,42.09375,-117.28125,1773.88
253469,42.09375,-117.21875,1718.81006
253470,42.09375,-117.15625,1673.38
253471,42.09375,-117.09375,1646
253472,42.09375,-117.03125,1605.88
253473,42.09375,-116.96875,1593.68994
253474,42.09375,-116.90625,1455.56006
253475,42.09375,-116.84375,1661.38
253476,42.09375,-116.78125,1487.63
253477,42.09375,-116.71875,1610.25
253478,42.09375,-116.65625,1534.81006
253479,42.09375,-116.59375,1602.18994
253480,42.09375,-116.53125,1602.56006
253481,42.09375,-116.46875,1554
253482,42.09375,-116.40625,1582.18994
253483,42.09375,-116.34375,1729
253484,42.09375,-116.28125,1659.06006
253485,42.09375,-116.21875,1648.12
253486,42.09375,-116.15625,1615
253487,42.09375,-116.09375,1828
253488,42.09375,-116.03125,1969.62
253489,42.09375,-115.96875,1938.93994
253490,42.09375,-115.90625,1845.18994
253491,42.09375,-115.84375,1614.68994
253492,42.09375,-115.78125,1707
253493,42.09375,-115.71875,1744.5
253494,42.09375,-115.65625,1545.56995
253495,42.09375,-115.59375,1724.75
253496,42.09375,-115.53125,1686.18994
253497,42.09375,-115.46875,1689.38
253498,42.09375,-115.40625,1676
253499,42.09375,-115.34375,1683
253500,42.09375,-115.28125,1692.06006
253501,42.09375,-115.21875,1646
253502,42.09375,-115.15625,1695.18994
253503,42.09375,-115.09375,1773.5
253504,42.09375,-115.03125,1801.13
253505,42.09375,-114.96875,1850.93994
253506,42.09375,-114.90625,2089.5
253507,42.09375,-114.84375,2164.68994
253508,42.09375,-114.78125,1577.06006
253509,42.09375,-114.71875,1586.31006
253510,42.09375,-114.65625,1767.68994
253511,42.09375,-114.59375,1946.18005
253512,42.09375,-114.53125,1781.62
253513,42.09375,-114.46875,1765
253514,42.09375,-114.40625,1737.43994
253515,42.09375,-114.34375,1834.43994
253516,42.09375,-114.28125,2100.17993
253517,42.09375,-114.21875,2191.81006
253518,42.09375,-114.15625,2251.82007
253519,42.09375,-114.09375,2113.25
253520,42.09375,-114.03125,1982.31006
253521,42.09375,-113.96875,1706.12
253522,42.09375,-113.90625,1657.63
253524,42.09375,-113.78125,1899.68994
253525,42.09375,-113.71875,2035.48999
253526,42.09375,-113.65625,1738.93005
253527,42.09375,-113.59375,1581.93994
253528,42.09375,-113.53125,1662.25
253529,42.09375,-113.46875,1893.62
253530,42.09375,-113.40625,1501.25
253531,42.09375,-113.34375,1461.38
253532,42.09375,-113.28125,1497.38
253533,42.09375,-113.21875,1641.18994
254283,42.15625,-124.34375,125.063004
254284,42.15625,-124.28125,358.686005
254285,42.15625,-124.21875,360.751007
254286,42.15625,-124.15625,210.626007
254287,42.15625,-124.09375,499.125
254288,42.15625,-124.03125,334.501007
254289,42.15625,-123.96875,888.565002
254290,42.15625,-123.90625,951.372986
254291,42.15625,-123.84375,1001.94
254292,42.15625,-123.78125,1285
254293,42.15625,-123.71875,683.25
254294,42.15625,-123.65625,426
254295,42.15625,-123.59375,529.562988
254296,42.15625,-123.53125,512.750977
254297,42.15625,-123.46875,611.002014
254298,42.15625,-123.40625,811.937988
254299,42.15625,-123.34375,981.809998
254300,42.15625,-123.28125,810.499023
254301,42.15625,-123.21875,695.312012
254302,42.15625,-123.15625,1164.25
254303,42.15625,-123.09375,669.937988
254304,42.15625,-123.03125,695.937988
254305,42.15625,-122.96875,623.937988
254306,42.15625,-122.90625,779.437988
254307,42.15625,-122.84375,1142.88
254308,42.15625,-122.78125,1180.25
254309,42.15625,-122.71875,922.062988
254310,42.15625,-122.65625,774.372986
254311,42.15625,-122.59375,723.252014
254312,42.15625,-122.53125,1010.94
254313,42.15625,-122.46875,1517.43994
254349,42.15625,-120.21875,1999.68994
254350,42.15625,-120.15625,1896
254351,42.15625,-120.09375,1811
254352,42.15625,-120.03125,1766.88
254353,42.15625,-119.96875,1777.38
254354,42.15625,-119.90625,1373.06006
254355,42.15625,-119.84375,1358.56006
254356,42.15625,-119.78125,1435.68994
254357,42.15625,-119.71875,1767.93994
254358,42.15625,-119.65625,1827.43994
254359,42.15625,-119.59375,1757.25
254360,42.15625,-119.53125,1583.75
254361,42.15625,-119.46875,1588.38
254362,42.15625,-119.40625,1736.81006
254363,42.15625,-119.34375,1817.75
254364,42.15625,-119.28125,1751.25
254365,42.15625,-119.21875,1819.93994
254366,42.15625,-119.15625,1668.31006
254367,42.15625,-119.09375,1710.88
254368,42.15625,-119.03125,1809.68994
254373,42.15625,-118.71875,1908.18005
254374,42.15625,-118.65625,1680.18994
254379,42.15625,-118.34375,1611.93005
254380,42.15625,-118.28125,1985.93994
254381,42.15625,-118.21875,1715.31006
254382,42.15625,-118.15625,1801.43994
254383,42.15625,-118.09375,2011
254384,42.15625,-118.03125,2131.87988
254391,42.15625,-117.59375,1924
254392,42.15625,-117.53125,1854.62
254393,42.15625,-117.46875,1880.43994
254394,42.15625,-117.40625,1850.12
254395,42.15625,-117.34375,1757.5
254396,42.15625,-117.28125,1668.37
254397,42.15625,-117.21875,1708.62
254398,42.15625,-117.15625,1704.62
254399,42.15625,-117.09375,1676.38
254400,42.15625,-117.03125,1631.18994
254401,42.15625,-116.96875,1595.93994
254402,42.15625,-116.90625,1575.18994
254403,42.15625,-116.84375,1398.88
254404,42.15625,-116.78125,1582.81006
254405,42.15625,-116.71875,1586.5
254406,42.15625,-116.65625,1593.43994
254407,42.15625,-116.59375,1588.18994
254408,42.15625,-116.53125,1632.5
254409,42.15625,-116.46875,1608.06006
254410,42.15625,-116.40625,1583.13
254411,42.15625,-116.34375,1694.25
254412,42.15625,-116.28125,1621.68994
254413,42.15625,-116.21875,1617.06006
254414,42.15625,-116.15625,1615
254415,42.15625,-116.09375,1714.63
254416,42.15625,-116.03125,1870.43994
254417,42.15625,-115.96875,1779.68994
254418,42.15625,-115.90625,1802.31006
254419,42.15625,-115.84375,1708.81006
254420,42.15625,-115.78125,1590.12
254421,42.15625,-115.71875,1587.62
254422,42.15625,-115.65625,1648.18994
254423,42.15625,-115.59375,1680.12
254424,42.15625,-115.53125,1646
254425,42.15625,-115.46875,1672.63
254426,42.15625,-115.40625,1652.38
254427,42.15625,-115.34375,1650.5
254428,42.15625,-115.28125,1647.31006
254429,42.15625,-115.21875,1609.43994
254430,42.15625,-115.15625,1671.93994
254431,42.15625,-115.09375,1762.93994
254432,42.15625,-115.03125,1752.81006
254433,42.15625,-114.96875,1763.25
254434,42.15625,-114.90625,1748.18994
254435,42.15625,-114.84375,1805.81006
254436,42.15625,-114.78125,1616.18005
254437,42.15625,-114.71875,1574.06006
254438,42.15625,-114.65625,1572.93994
254439,42.15625,-114.59375,1712.81006
254440,42.15625,-114.53125,1744.25
