Lat,Lon,Below 33rd Percentile,Between 33rd and 67th Percentile,Above 67th Percentile
41.21875,-116.21875,30.76923076923077,7.6923076923076925,19.230769230769234
41.28125,-116.21875,30.76923076923077,7.6923076923076925,19.230769230769234
41.28125,-116.09375,42.30769230769231,-3.8461538461538463,7.6923076923076925
41.28125,-116.15625,30.76923076923077,19.230769230769234,19.230769230769234
41.28125,-116.28125,30.76923076923077,-3.8461538461538463,7.6923076923076925
41.34375,-116.21875,19.230769230769234,-15.384615384615385,7.6923076923076925
41.34375,-116.09375,30.76923076923077,19.230769230769234,19.230769230769234
41.34375,-116.15625,30.76923076923077,-3.8461538461538463,7.6923076923076925
41.34375,-116.28125,30.76923076923077,-15.384615384615385,30.76923076923077
41.34375,-116.03125,19.230769230769234,-15.384615384615385,19.230769230769234
41.40625,-116.21875,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.40625,-116.09375,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.40625,-116.15625,30.76923076923077,-3.8461538461538463,7.6923076923076925
41.40625,-116.28125,30.76923076923077,-3.8461538461538463,30.76923076923077
41.40625,-116.03125,19.230769230769234,-3.8461538461538463,30.76923076923077
41.40625,-116.40625,19.230769230769234,-15.384615384615385,30.76923076923077
41.40625,-116.65625,30.76923076923077,-3.8461538461538463,19.230769230769234
41.46875,-116.21875,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.46875,-116.09375,19.230769230769234,-15.384615384615385,30.76923076923077
41.46875,-116.15625,19.230769230769234,-15.384615384615385,7.6923076923076925
41.46875,-116.28125,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.46875,-116.03125,19.230769230769234,-15.384615384615385,30.76923076923077
41.46875,-116.40625,30.76923076923077,-3.8461538461538463,19.230769230769234
41.46875,-116.65625,30.76923076923077,7.6923076923076925,7.6923076923076925
41.46875,-114.90625,7.6923076923076925,19.230769230769234,19.230769230769234
41.46875,-114.96875,7.6923076923076925,-26.923076923076923,19.230769230769234
41.46875,-115.40625,19.230769230769234,-15.384615384615385,30.76923076923077
41.46875,-115.46875,30.76923076923077,30.76923076923077,30.76923076923077
41.46875,-116.34375,19.230769230769234,-3.8461538461538463,30.76923076923077
41.46875,-116.46875,19.230769230769234,-3.8461538461538463,30.76923076923077
41.46875,-116.53125,30.76923076923077,7.6923076923076925,19.230769230769234
41.46875,-116.59375,30.76923076923077,-3.8461538461538463,7.6923076923076925
41.53125,-116.21875,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.53125,-116.09375,19.230769230769234,-15.384615384615385,30.76923076923077
41.53125,-116.15625,19.230769230769234,-3.8461538461538463,19.230769230769234
41.53125,-116.28125,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.53125,-116.03125,19.230769230769234,-15.384615384615385,30.76923076923077
41.53125,-116.40625,19.230769230769234,-3.8461538461538463,7.6923076923076925
41.53125,-116.65625,30.76923076923077,30.76923076923077,7.6923076923076925
41.53125,-114.90625,7.6923076923076925,19.230769230769234,19.230769230769234
41.53125,-114.96875,19.230769230769234,-3.8461538461538463,30.76923076923077
41.53125,-115.40625,19.230769230769234,-15.384615384615385,30.76923076923077
41.53125,-115.46875,19.230769230769234,19.230769230769234,30.76923076923077
41.53125,-116.34375,7.6923076923076925,-15.384615384615385,19.230769230769234
41.53125,-116.46875,30.76923076923077,7.6923076923076925,19.230769230769234
41.53125,-116.53125,30.76923076923077,7.6923076923076925,7.6923076923076925
41.53125,-116.59375,30.76923076923077,7.6923076923076925,7.6923076923076925
41.53125,-114.71875,42.30769230769231,7.6923076923076925,19.230769230769234
41.53125,-114.78125,7.6923076923076925,19.230769230769234,7.6923076923076925
41.53125,-114.84375,7.6923076923076925,19.230769230769234,7.6923076923076925
41.53125,-115.03125,30.76923076923077,-26.923076923076923,30.76923076923077
41.53125,-115.53125,19.230769230769234,7.6923076923076925,30.76923076923077
41.53125,-115.59375,19.230769230769234,-15.384615384615385,30.76923076923077
41.59375,-116.21875,19.230769230769234,-3.8461538461538463,30.76923076923077
41.59375,-116.09375,19.230769230769234,-15.384615384615385,30.76923076923077
41.59375,-116.15625,19.230769230769234,-3.8461538461538463,30.76923076923077
41.59375,-116.28125,19.230769230769234,7.6923076923076925,7.6923076923076925
41.59375,-116.40625,30.76923076923077,19.230769230769234,7.6923076923076925
41.59375,-116.65625,30.76923076923077,30.76923076923077,7.6923076923076925
41.59375,-114.90625,7.6923076923076925,7.6923076923076925,7.6923076923076925
41.59375,-114.96875,7.6923076923076925,-3.8461538461538463,19.230769230769234
41.59375,-115.46875,19.230769230769234,-26.923076923076923,30.76923076923077
41.59375,-116.34375,19.230769230769234,7.6923076923076925,7.6923076923076925
41.59375,-116.46875,30.76923076923077,7.6923076923076925,7.6923076923076925
41.59375,-116.53125,30.76923076923077,7.6923076923076925,7.6923076923076925
41.59375,-116.59375,30.76923076923077,7.6923076923076925,7.6923076923076925
41.59375,-114.71875,42.30769230769231,7.6923076923076925,19.230769230769234
41.59375,-114.78125,7.6923076923076925,7.6923076923076925,-3.8461538461538463
41.59375,-114.84375,7.6923076923076925,7.6923076923076925,-3.8461538461538463
41.59375,-115.03125,19.230769230769234,-15.384615384615385,30.76923076923077
41.59375,-115.53125,30.76923076923077,7.6923076923076925,30.76923076923077
41.59375,-115.59375,19.230769230769234,-15.384615384615385,30.76923076923077
41.59375,-114.65625,30.76923076923077,-3.8461538461538463,30.76923076923077
41.59375,-115.09375,7.6923076923076925,-38.46153846153847,30.76923076923077
41.59375,-119.21875,42.30769230769231,19.230769230769234,30.76923076923077
41.65625,-116.21875,19.230769230769234,-3.8461538461538463,19.230769230769234
41.65625,-116.09375,7.6923076923076925,-26.923076923076923,30.76923076923077
41.65625,-116.15625,7.6923076923076925,-15.384615384615385,30.76923076923077
41.65625,-116.28125,30.76923076923077,19.230769230769234,7.6923076923076925
41.65625,-116.03125,30.76923076923077,-15.384615384615385,30.76923076923077
41.65625,-116.40625,30.76923076923077,19.230769230769234,7.6923076923076925
41.65625,-116.65625,30.76923076923077,19.230769230769234,7.6923076923076925
41.65625,-114.90625,19.230769230769234,-3.8461538461538463,19.230769230769234
41.65625,-114.96875,30.76923076923077,-3.8461538461538463,30.76923076923077
41.65625,-115.46875,30.76923076923077,-26.923076923076923,30.76923076923077
41.65625,-116.34375,30.76923076923077,19.230769230769234,7.6923076923076925
41.65625,-116.46875,30.76923076923077,-3.8461538461538463,7.6923076923076925
41.65625,-116.53125,30.76923076923077,7.6923076923076925,7.6923076923076925
