Lat,Lon,HeidkeSkillScore_DroughtVsNonDrought
41.21875,-116.21875,34.77034017871139
41.28125,-116.21875,37.867298578199055
41.28125,-116.09375,45.86641756188697
41.28125,-116.15625,33.111322549952426
41.28125,-116.28125,45.053729456384325
41.34375,-116.21875,46.67913938260056
41.34375,-116.09375,25.249169435215947
41.34375,-116.15625,10.010077258985556
41.34375,-116.28125,75.90055809233891
41.34375,-116.03125,72.57637719509262
41.40625,-116.21875,51.79704016913319
41.40625,-116.09375,18.187660668380463
41.40625,-116.15625,52.11602472658108
41.40625,-116.28125,67.39332096474953
41.40625,-116.03125,68.28528072837634
41.40625,-116.40625,73.0453972257251
41.40625,-116.65625,49.059266227657574
41.46875,-116.21875,53.989444271965226
41.46875,-116.09375,59.783631232361245
41.46875,-116.15625,54.627750897455904
41.46875,-116.28125,53.673022819631136
41.46875,-116.03125,66.79712387366888
41.46875,-116.40625,58.8512241054614
41.46875,-116.65625,52.011225444340504
41.46875,-114.90625,40.13168208183101
41.46875,-114.96875,79.37330372563534
41.46875,-115.40625,40.15044663845792
41.46875,-115.46875,38.47958704833411
41.46875,-116.34375,62.417582417582416
41.46875,-116.46875,65.95142655034189
41.46875,-116.53125,70.70549758604578
41.46875,-116.59375,54.9092601209865
41.53125,-116.21875,54.31400282885431
41.53125,-116.09375,69.79191021744214
41.53125,-116.15625,61.9941076135835
41.53125,-116.28125,52.78949835911861
41.53125,-116.03125,72.4729392173189
41.53125,-116.40625,35.037593984962406
41.53125,-116.65625,59.97191011235955
41.53125,-114.90625,38.383349467570184
41.53125,-114.96875,62.02355128602417
41.53125,-115.40625,43.3328073220767
41.53125,-115.46875,31.62878787878788
41.53125,-116.34375,68.0274228731692
41.53125,-116.46875,59.247746347528754
41.53125,-116.53125,60.06539000467072
41.53125,-116.59375,59.87799155326138
41.53125,-114.71875,35.27324343506032
41.53125,-114.78125,22.904758071008775
41.53125,-114.84375,33.12439729990357
41.53125,-115.03125,66.73027275788529
41.53125,-115.53125,34.45092322643343
41.53125,-115.59375,49.059266227657574
41.59375,-116.21875,56.05035405192762
41.59375,-116.09375,59.40862295843331
41.59375,-116.15625,58.84153520131857
41.59375,-116.28125,34.14005777187914
41.59375,-116.40625,29.097779877184692
41.59375,-116.65625,63.744958113558795
41.59375,-114.90625,45.11996273002563
41.59375,-114.96875,57.74843641417651
41.59375,-115.46875,48.35988753514527
41.59375,-116.34375,32.812997769990446
41.59375,-116.46875,49.57318019556107
41.59375,-116.53125,59.26990291262136
41.59375,-116.59375,60.25720483421134
41.59375,-114.71875,31.8578352180937
41.59375,-114.78125,38.063279002876314
41.59375,-114.84375,44.93182703544994
41.59375,-115.03125,68.23406478578893
41.59375,-115.53125,41.46919431279621
41.59375,-115.59375,60.98319850653391
41.59375,-114.65625,52.52239509665252
41.59375,-115.09375,75.07029053420806
41.59375,-119.21875,28.147438966012444
41.65625,-116.21875,44.26307073574639
41.65625,-116.09375,71.79962894248608
41.65625,-116.15625,72.09184534864089
41.65625,-116.28125,35.22727272727273
41.65625,-116.03125,59.36458736923673
41.65625,-116.40625,31.57810499359795
41.65625,-116.65625,66.41079320772273
41.65625,-114.90625,44.227886056971514
41.65625,-114.96875,66.35601118359739
41.65625,-115.46875,64.73863284874729
41.65625,-116.34375,40.262787423744726
41.65625,-116.46875,61.1644471972747
41.65625,-116.53125,51.44052044609665
41.65625,-116.59375,59.14615144904955
41.65625,-114.71875,35.748792270531396
41.65625,-114.78125,26.45739910313901
41.65625,-114.84375,61.164733555032846
41.65625,-115.03125,62.978427279053584
41.65625,-115.53125,32.855778414517665
41.65625,-115.59375,63.6660447761194
41.65625,-114.65625,46.69519733713742
41.65625,-115.09375,34.8193569771296
41.65625,-115.15625,35.405681907609974
41.65625,-115.96875,72.58438546766297
41.65625,-116.71875,68.92523364485982
41.65625,-119.28125,31.78554332216372
41.65625,-119.34375,27.951999999999998
41.65625,-119.40625,25.805401887406443
41.65625,-119.46875,29.471316085489313
41.71875,-116.21875,47.4202626641651
41.71875,-116.09375,60.66340160284951
41.71875,-116.15625,73.02915082382762
41.71875,-116.28125,23.97018438603374
41.71875,-116.03125,74.39453125
41.71875,-116.40625,34.517497348886536
41.71875,-114.90625,44.798500468603564
41.71875,-114.96875,56.21570779118984
41.71875,-115.46875,68.13417190775681
41.71875,-116.34375,36.227544910179645
41.71875,-116.46875,55.652376876993706
41.71875,-116.53125,57.426281801913944
41.71875,-116.59375,57.35328501285948
41.71875,-114.71875,34.62886269512583
41.71875,-114.78125,46.27249357326478
41.71875,-114.84375,31.604208971755583
41.71875,-115.03125,44.88825487398954
41.71875,-115.53125,42.94566253574833
41.71875,-115.59375,63.728076982771995
41.71875,-114.65625,42.3696682464455
41.71875,-115.09375,28.61093038386467
41.71875,-115.15625,35.22727272727273
41.71875,-115.96875,68.89131451738656
41.71875,-119.28125,30.997132844855052
41.71875,-119.34375,33.96089790007241
41.71875,-119.40625,33.425257522913455
41.71875,-119.46875,34.419942473633746
41.71875,-114.15625,46.93777560019598
41.71875,-114.53125,55.87677725118484
41.71875,-114.59375,33.615188257817486
41.71875,-115.21875,41.77274870344178
41.71875,-115.28125,77.90289828318258
41.71875,-115.90625,58.744394618834086
41.71875,-116.90625,60.02805049088359
41.71875,-117.09375,50.14312977099237
41.71875,-117.15625,56.5967365967366
41.78125,-116.21875,44.785563627841576
41.78125,-116.09375,53.901046622264516
41.78125,-116.15625,76.9446172993155
41.78125,-116.28125,40.80717488789238
41.78125,-116.03125,75.56584362139918
41.78125,-116.40625,42.29471316085489
41.78125,-114.90625,46.5625
41.78125,-114.96875,41.265060240963855
41.78125,-115.40625,67.63592567102546
41.78125,-115.46875,69.85065339141256
41.78125,-116.34375,33.004231311706626
41.78125,-116.46875,38.666033705198195
41.78125,-116.53125,46.87378640776699
41.78125,-116.59375,50.34225264467953
41.78125,-114.71875,17.121385394543374
41.78125,-114.78125,45.99254426840634
41.78125,-114.84375,60.98319850653391
41.78125,-115.03125,31.440026729034415
41.78125,-115.53125,69.17014371812704
41.78125,-115.59375,53.348548044384984
41.78125,-114.65625,57.15292459478506
41.78125,-115.09375,34.787938220152
41.78125,-115.15625,63.60380003114779
41.78125,-115.96875,54.184397163120565
41.78125,-119.34375,29.78723404255319
41.78125,-119.40625,31.319710168525607
41.78125,-119.46875,28.21616451458632
41.78125,-114.15625,36.521454307238784
41.78125,-114.53125,50.83895248549475
41.78125,-114.59375,54.67020115390613
41.78125,-115.21875,77.83473265576669
41.78125,-115.28125,71.573907839617
41.78125,-115.90625,52.921926133707345
41.78125,-116.90625,57.72885283893395
41.78125,-117.09375,61.96461824953445
41.78125,-117.15625,59.68248978308708
41.78125,-114.09375,52.78751194647977
41.78125,-114.28125,30.619294349864294
41.78125,-115.34375,55.13888888888889
41.78125,-115.71875,56.41385767790263
41.78125,-115.84375,69.0361632779761
41.78125,-116.78125,61.88180404354588
41.78125,-116.84375,60.88888888888889
41.78125,-116.96875,55.8550185873606
41.78125,-117.03125,55.56594948550047
41.78125,-119.53125,29.209457845712922
41.84375,-116.21875,44.590780809031045
41.84375,-116.09375,72.09302325581395
41.84375,-116.15625,58.00282175889638
41.84375,-116.28125,38.26059254539662
41.84375,-116.03125,71.55999064473376
41.84375,-116.40625,36.862093520056966
41.84375,-116.65625,43.23062558356676
41.84375,-114.90625,51.24416796267496
41.84375,-114.96875,40.285714285714285
41.84375,-115.40625,57.399103139013455
41.84375,-115.46875,66.80443359008078
41.84375,-116.34375,48.327602375742416
41.84375,-116.46875,32.23965763195435
41.84375,-116.53125,45.0431537205505
41.84375,-116.59375,45.62089458867688
41.84375,-114.71875,33.9343206696716
41.84375,-114.78125,46.11808461180846
41.84375,-114.84375,60.226391688633896
41.84375,-115.03125,53.58596930786095
41.84375,-115.53125,54.0500736377025
41.84375,-115.59375,40.03825310806503
41.84375,-114.65625,42.18164794007491
41.84375,-115.09375,62.31998111277248
41.84375,-115.15625,61.67917448405254
41.84375,-115.96875,41.29213483146067
41.84375,-116.71875,52.87051482059283
41.84375,-119.34375,22.16867469879518
41.84375,-119.40625,26.316629428662626
41.84375,-119.46875,19.861021331609567
41.84375,-114.15625,0.5256518082422204
41.84375,-114.53125,61.89365671641791
41.84375,-114.59375,36.84971098265896
41.84375,-115.21875,68.34212718689253
41.84375,-115.28125,71.24563445867288
41.84375,-115.90625,44.227886056971514
41.84375,-116.90625,59.3519882179676
41.84375,-117.09375,54.3498743718593
41.84375,-117.15625,51.28205128205128
41.84375,-114.09375,14.658573596358119
41.84375,-114.28125,45.275391611925215
41.84375,-115.34375,65.31440162271805
41.84375,-115.71875,53.799392097264445
41.84375,-115.84375,78.84801548886738
41.84375,-116.78125,57.16634050880626
41.84375,-116.84375,55.87677725118484
41.84375,-116.96875,56.871525633106856
41.84375,-117.03125,53.58233497768381
41.84375,-119.53125,25.02406159769009
41.84375,-113.71875,51.28621485343133
41.84375,-113.96875,15.842642059252062
41.84375,-114.21875,25.332103321033212
41.84375,-114.34375,36.70865097779251
41.84375,-114.46875,67.26351351351352
41.84375,-115.65625,41.496920890573186
41.84375,-115.78125,61.84026156001868
41.84375,-117.21875,54.74753890123849
41.84375,-119.59375,22.59941804073715
41.90625,-116.21875,34.74988238983848
41.90625,-116.09375,42.7407126611069
41.90625,-116.15625,39.2
41.90625,-116.28125,44.08284023668639
41.90625,-116.03125,54.328358208955216
41.90625,-116.40625,36.03603603603604
41.90625,-116.65625,41.07824427480916
41.90625,-114.90625,55.472228732130304
41.90625,-114.96875,32.593552567633246
41.90625,-115.40625,73.66336633663366
41.90625,-115.46875,64.89680426098535
41.90625,-116.34375,40.318799812470694
41.90625,-116.46875,36.54750705550329
41.90625,-116.53125,35.59322033898305
41.90625,-116.59375,30.892772791686347
41.90625,-114.71875,29.96649114408808
41.90625,-114.78125,53.87847195207345
41.90625,-114.84375,59.120673526660426
41.90625,-115.03125,50.074294205052006
41.90625,-115.53125,70.67589143161256
41.90625,-115.59375,57.50232991612302
41.90625,-114.65625,45.98104598104598
41.90625,-115.09375,56.60377358490566
41.90625,-115.15625,64.0864086408641
41.90625,-115.96875,75.11499181414204
41.90625,-116.71875,46.31504591476337
41.90625,-119.34375,20.3757225433526
41.90625,-119.40625,23.410381508437975
41.90625,-119.46875,15.19756838905775
41.90625,-114.15625,41.139240506329116
41.90625,-114.53125,51.921274601686974
41.90625,-114.59375,38.92857142857143
41.90625,-115.21875,62.4441132637854
41.90625,-115.28125,67.2737059298466
41.90625,-115.90625,70.26410172807303
41.90625,-116.90625,53.70196813495782
41.90625,-117.09375,51.114922813036024
41.90625,-117.15625,56.22943112364833
41.90625,-114.09375,43.55548569632191
41.90625,-114.28125,50.967741935483865
41.90625,-115.34375,65.75669228730453
41.90625,-115.71875,52.87051482059283
41.90625,-115.84375,67.36274840013473
41.90625,-116.78125,36.97243420028033
41.90625,-116.84375,44.24108551593562
41.90625,-116.96875,55.704072116879075
41.90625,-117.03125,55.6799626778633
41.90625,-119.53125,20.337349397590362
41.90625,-113.71875,11.361141602634467
41.90625,-113.96875,42.33287046220988
41.90625,-114.21875,39.98420637009739
41.90625,-114.34375,37.973038817605975
41.90625,-114.46875,64.02330474186762
41.90625,-115.65625,44.52554744525548
41.90625,-115.78125,46.441155743481325
41.90625,-117.21875,50.24248302618817
41.90625,-119.59375,18.970588235294116
41.90625,-113.53125,56.62240932642487
41.90625,-113.59375,55.65258812321372
41.90625,-113.78125,48.49951597289448
41.90625,-113.84375,70.22792022792022
41.90625,-114.03125,-1.0160680529300568
41.90625,-114.40625,60.18935278596928
41.90625,-119.78125,24
41.90625,-119.84375,31.556195965417867
41.90625,-123.59375,59.91561181434599
41.96875,-116.21875,17.479892761394105
41.96875,-116.09375,41.61676646706587
41.96875,-116.15625,35.30895334174023
41.96875,-116.28125,37.48211731044349
41.96875,-116.03125,70.25052192066806
41.96875,-116.40625,29.698149951314505
41.96875,-116.65625,37.362637362637365
41.96875,-114.90625,57.55178031184547
41.96875,-114.96875,60.05917159763313
41.96875,-115.40625,58.84146341463414
41.96875,-115.46875,58.445788738948345
